region_id,la,region,acc,name,address,contact,email,lab_email,hol,or,rate,perf,no,,perf_model
14,QUEZON CITY,NCR,13-001-2224-LW-2,GLOBAL ELIXIR WATER LABORATORY CENTER / AQUA LAB CENTER,"UNIT 5 & 10 DDI DEL MONTE AVE. COR. MAYON ST., BRGY. MAHARLIKA, QUEZON CITY",09437014741 / 8742-4743,alcmayon@yahoo.com,alcmayon@yahoo.com,KELVIN D. CO YU KANG,52+445,0,EXCELLENT,WMTL-PT-24-NCR147,,E
14,QUEZON CITY,NCR,13-0009-2426-LW-2,GREYSTONE BIOCHEM LABORATORIES INC,"148 N. DOMINGO CUBAO, QUEZON CITY",09051681108 / 8727-6474 / 8573-9237,info@greystonebiochem.com,info@greystonebiochem.com,GEMMA GUNILA R. BASILIO,52941007,0,EXCELLENT,WMTL-PT-24-NCR148,,E
14,MAKATI CITY,NCR,13-022-2325-LW-2,"HIADVANCE PHILIPPINES, INCORPORATED - EXTENSION OFFICE","UNIT 7 & 10 LOWER GROUND FLOOR, SQUAREYARD BLDG., 1048 EDSA, MAGALLANES, MAKATI CITY",09399030679 / 09568055517 / 88518365 / 77294327,philippines@hiadvance.com,philippines@hiadvance.com,PRINCESS S. GALVEZ,5379594,0,EXCELLENT,WMTL-PT-24-NCR149,,E
14,QUEZON CITY,NCR,13-0005-2426-LW-2,HI-PRECISION DIAGNOSTICS,"440-442 W. LONG BLDG., DEL MONTE AVE., QUEZON CITY",09176348668 / 02-8-863-9999,hpdelmonte.lab@hi-precision.com.ph,hpdelmonte.lab@hi-precision.com.ph,MARIA LOURDES P. SANTOS,5220542,0,EXCELLENT,WMTL-PT-24-NCR150,,E
14,QUEZON CITY,NCR,13-0007-2426-LW-2,HOPE LOVE FAITH MEDICAL CLINIC AND LABORATORY INC,"35-C WLLIAM BLDG., QUEZON AVE., BRGY. LOURDES, QUEZON CITY, METRO MANILA",09055266004 / 8749-9589,hlf_laboratory@yahoo.com,hlf_laboratory@yahoo.com,VENERACION P. MUNAR,5409511,2,ACCEPTABLE,WMTL-PT-24-NCR151,,A
14,QUEZON CITY,NCR,13-0002-2224-LW-2,HYDROLAB COMPANY,"UNIT 107-108 8407 MNRI BLDG., MINDANAO AVE., BRGY. TALIPAPA, NOVALICHES, QUEZON CITY",09433043263 / 0284041065 / 0272159008,laboratory.hydrolab@gmail.com,laboratory.hydrolab@gmail.com,JOSEF NIKOLAI C. MONROY,5297008,0,EXCELLENT,WMTL-PT-24-NCR152,,E
14,QUEZON CITY ,NCR,13-027-2426-LW-2,HYDROQUEST WATER AND WASTEWATER CORP.,"142 B HOWMART ROAD, QUEZON CITY ",09426487713 / (02)87229267,hydroquestlab@yahoo.com,hydroquestlab@yahoo.com,MARA ANGELICA B. VALDES ,5352764,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR153,,HS
14,QUEZON CITY,NCR,13-006-2325-LW-2,JEROCAS RESEARCH LABORATORY SERVICES,"14 DON ANTONIO ST., VILLA BEATRIZ, OLD BALARA, QUEZON CITY, METRO MANILA",09326142516 / 73427780,jerocasinc@gmail.com,jerocasinc@gmail.com,ALVIN A. TALAMPAS,5408173,0,EXCELLENT,WMTL-PT-24-NCR154,,E
14,QUEZON CITY ,NCR,13-026-2325-LW-2,"LABNET DIAGNOSTIC AND MEDICAL CLINIC AND WATER TESTING LABORATORY, INC. ",KALAYAAN AVENUE QUEZON CITY,09234296337 / 8527-0007,labnetdiagnostic@gmail.com,labnetdiagnostic@gmail.com,VENERACION PACIS MUNAR,5345202,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR155,,HS
14,LAS PIÑAS CITY,NCR,13-0012-2325-LW-2,MACH UNION LABORATORIES INC.,"335 ALABANG-ZAPOTE ROAD, TALON 3, LAS PIÑAS CITY",09178439306 / (02) 85538381-82,glenn@machunion.com,glenn@machunion.com,ALADINO M. ABULENCIA,5374746,0,EXCELLENT,WMTL-PT-24-NCR156,,E
14,LAS PIÑAS CITY,NCR,13-0008-2325-LW-2,MACH UNION LABORATORIES INC.,"314ANFRA BLDG., FMC-LTO COMPOUND, ALABANG-ZAPOTE ROAD, TALON UNO, LAS PIÑAS CITY",09178439306 / (02) 85538381-82,biologicaltesting@machunion,biologicaltesting@machunion,LIZA LOUISE P. PEREZ,5374747,0,EXCELLENT,WMTL-PT-24-NCR157,,E
14,MANILA,NCR,13-0008-2426-LW-1,MANILA HEALTH DEPARTMENT - PUBLIC HEALTH LABORATORY ,"1559 ALVAREZ ST. STA. CRUZ, MANILA ",09175771197 / 53101329,manilalab_phl@yahoo.com,manilalab_phl@yahoo.com,"SANTOS, MARIA LOURDES PINEDA ",5386556,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR158,,HS
14,MARIKINA CITY,NCR,13-0019-2426-LW-1,MARIKINA CITY CLEAN FOOD AND WATER LABORATORY,"GRD. FLR. MPM BLDG. CO. M. CRUZ & KAP. VENCOING STS., STA. ELENA, MARIKINA CITY",09611523939 / 09171692676 / 85678692,analizaclarin010468@gmail.com,analizaclarin010468@gmail.com,GIRLIE C. DE GUZMAN,5326606,0,EXCELLENT,WMTL-PT-24-NCR159,,E
14,QUEZON CITY,NCR,13-003-2426-LW-2,MAYNILAD WATERLAB,"WATERLAB AND ENVIRONMENTAL MANAGEMENT BDLG., LA MESA DAM CMPD., LA MESA RD., BRGY. GREATER LAGRO, QUEZON CITY",(02) 8-697-37-19,christine.bagsik@mayniladwater.com.ph,christine.bagsik@mayniladwater.com.ph,CHRISTINE T. BAGSIK,5297989,0,EXCELLENT,WMTL-PT-24-NCR160,,E
14,MARIKINA CITY,NCR,13-0013-2325-LW-2,"MER CHEMICAL LABORATORY AND SERVICES, INC.","64 MAJOR SANTOS DIZON ST., MARIKINA CITY",09228990248 / 8681-8459,merchemical@yahoo.com.ph,merchemical@yahoo.com.ph,ELVIRA R. BRAÑA,5296189,0,EXCELLENT,WMTL-PT-24-NCR161,,E
14,QUEZON CITY,NCR,,MICROBIOLOGICAL RESEARCH AND SERVICES LABORATORY,"QUIRINO COR., VELASQUEZ ST., UP CAMPUS, DILIMAN, QUEZON CITY, METRO MANIL",89207730,mrslnsri.updiliman@up.edu.ph,mrslnsri.updiliman@up.edu.ph,MARIA AUXILIA T. SIRINGAN,5412529,0,EXCELLENT,WMTL-PT-24-NCR162,,E
14,MAKATI CITY,NCR ,13-021-2325-LW-2,P LAB ASIA PACIFIC INC. ,"UNIT R-11, 3RD FLR. ALLEGRO CENTER, CHINO ROCES AVE. EXT. MAKATI CITY METRO MANILA ",09955219184 / 02 84041002,infolab@plab.ph,infolab@plab.ph,GHUZMARIE PERICO DE GUZMAN ,5360701,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR163,,HS
14,QUEZON CITY,NCR,13-0018-2123-LW-2,PHILIPPINE INSTITUTE OF PURE AND APPLIED CHEMISTRY (PIPAC),"ATENEO DE MANILA UNIVERSITY CAMPUS, KATIPUNAN AVE., LOYOLA HEIGHTS, QUEZON CITY, METRO MANILA",8426-6072 / 84266001 LOC 4882,pipac.laboratory@pipac.com.ph,pipac.laboratory@pipac.com.ph,CRISANTO M. LOPEZ,5413701,0,EXCELLENT,WMTL-PT-24-NCR164,,E
14,QUEZON CITY,NCR,13-0004-2224-LW-2,PLATINUM RESEARCH LABORATORY INC,"UNIT 807 UNION SQUARE CONDOMINIUM, 15TH AVE., CUBAO, QUEZON CITY",09692527110 / 89126537,platinumlaboratory@gmail.com,platinumlaboratory@gmail.com,HARLENE JOY L. CRUZ,5302841,0,EXCELLENT,WMTL-PT-24-NCR165,,E
14,QUEZON CITY,NCR,13-0010-2426-LW-2,QUALIBET TESTING SERVICES CORP.,"121 A DANGAY ST., VETERANS VILLAGE, PROJECT 7, QUEZON CITY, METRO MANILA",09175609710 / (02) 8374 8003,joe-mar.balbuena@bvaq.com,joe-mar.balbuena@bvaq.com,STEPHANIE JOY C. MONTAÑA,5413214,0,EXCELLENT,WMTL-PT-24-NCR166,,E
14,PASAY CITY,NCR,13-0130-23H3-2,"SAN JUAN DE DIOS EDUCATIONAL FOUNDATION, INC - HOSPITAL","2772 ROXAS BLVD., PASAY CITY",831-9731 LOC. 1115 OR 1116,laboratory@sanjuandedios.org,laboratory@sanjuandedios.org,LIEZEL V. SOSITO,5297440,0,EXCELLENT,WMTL-PT-24-NCR167,,E
14,MANDALUYONG CITY,NCR,13-0004-2325-LW-2,SENTROTEK CORP,"208 PILAR ST., MANDALUYONG CITY, METRO MANILA",09178837705 / 8721-6500,laboratory@sentrotek.com,laboratory@sentrotek.com,PRISCILA P. TONGCO,5397742,0,EXCELLENT,WMTL-PT-24-NCR168,,E
14,MAKATI CITY,NCR,13-0011-2325-LW-2,"SGS PHILIPPINES, INC.","2229 ALEGRIA BLDG., CHINO ROCES AVE., MAKATI CITY",9178033161,jonalyn.tolentino_samonte@sgs.com,jonalyn.tolentino_samonte@sgs.com,JONALYN T. SAMONTE,5297911,2,ACCEPTABLE,WMTL-PT-24-NCR169,,A
14,PARAÑAQUE CITY,NCR,13-0013-2426-LW-2,SPRING WATER TESTING LABORATORY,"UNIT 2 GF, SAN ANTONIO AVE., PARAÑAQUE CITY",09271226803 / 8808-2912,springwater.laboratory@gmail.com,springwater.laboratory@gmail.com,SPENCER S. WATANABE,5372354,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR170,,HS
14,TAGUIG,NCR,13-010-16-LW-2,ST. LUKE'S MEDICAL CENTER- GLOBAL CITY ,"32ND ST. COR 5TH AVENUE BONIFACIO GLOBAL CITY, TAGUIG CITY ",8789-7700 LOCAL 2065,slmcgcmicrobiology@stlukes.com.ph,slmcgcmicrobiology@stlukes.com.ph,"LAGAMAYO, EVELINA NAVAL ",5367990,2,ACCEPTABLE,WMTL-PT-24-NCR171,,A
14,,NCR,13-0021-2123-LW-1,STANDARDS AND TESTING DIVISION,"SALIKSIK ST., DOST COMPLEX, GEN. SANTOS AVE., BICUTAN, TAGUIG, METRO MANILA",8683-7750 LOC 2124,microbiology.std@gmail.com,microbiology.std@gmail.com,MA. RACHEL V. PARCON,5416113,0,EXCELLENT,WMTL-PT-24-NCR172,,E
14,TAGUIG CITY,NCR,13-0010-2325-LW-2,TAGIG WATER TESTING LABORATORY,"37 GEN. LUNA ST., TUKTUKAN, TAGUIG CITY, METRO MANILA",02-7005-2042,tagigwater@gmail.com,tagigwater@gmail.com,IFTIZAR N. HARON,5413231,0,EXCELLENT,WMTL-PT-24-NCR173,,E
14,MANILA,NCR,13-148-16-700-H3-2,UNIVERSITY OF SANTO TOMAS HOSPITAL,"ESPAÑA BLVD., MANILA",09158320778 / 8731-3001 LOC 2426,usth_micro@yahoo.com,usth_micro@yahoo.com,ROSELLA L. MONTANO,5405652,0,EXCELLENT,WMTL-PT-24-NCR174,,E
14,QUEZON CITY,NCR,13-0001-2325-LW-2,"WATERLAB WATER TESTING LABORATORY, INC.","137 QUIRINO HI-WAY, BAESA, QUEZON CITY",09338166332 / (02) 8294-2345,caloocanwaterlab@yahoo.com,caloocanwaterlab@yahoo.com,MARY JANE E. ALBA,5293111,0,EXCELLENT,WMTL-PT-24-NCR175,,E
1,TAGUDIN,I ,01-0004-2426-LW-2,TAGUDIN MEDICAL DIAGNOSTIC CENTER,"BRGY. LAS-UD, TAGUDIN, ILOCOS SUR",9262306713,asaptmdc2009@gmail.com,asaptmdc2009@gmail.com,GERALDINE M. AGPES,,0,EXCELLENT,WMTL-PT-24-01176,,E
2,CITY OF ILAGAN,II ,02-28-24-HI-I,GOV. FAUSTINO N. DY SR. MEMORIAL HOSPITAL,"CALAMAGUI 2ND, CITY OF ILAGAN, ISABELA",09773075440 / 624-0036,gfndsmh@yahoo.com.ph,gfndsmh@yahoo.com.ph,MILA AMOR VILLANUEVA REYES ,,0,EXCELLENT,WMTL-PT-24-02177,,E
3,ANGELES CITY,III,03-002-2325-LW-2,THE FIRST ANALYTICAL SERVICES & TECHNICAL COOPERATIVE (FAST LABORATORIES) - CLARK ANGELES,"717 NAGALANG ROAD, PANDAN, ANGELES CITY, PAMPANGA",045-457-0517,fastlabclark@gmail.com,fastlabclark@gmail.com,MADY SETH JOY B. CONCEPCION,WITH PESOPAK,0,EXCELLENT,WMTL-PT-24-03178,,E
4,STA. ROSA,IV-A,4A-003-2325-LW-2,"COSMOLAB LABORATORIES, INC.","B13 L13, COLUMBIAN CIRCLE, ANAHAW HOMES, BRGY. DITA, CITY OF STA. ROSA, LAGUNA",09399029402 / (049) 502-8133,cosmolab_laboratories@yahoo.com,cosmolab_laboratories@yahoo.com,CARLOS B. CASTROMAYOR,,0,EXCELLENT,WMTL-PT-24-4A179,,E
4,TRECE MARTIRES CITY,IV-A,DOH004417,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,"BRGY. LUCIANO, TRECE MARITES CITY, CAVITE",5142085,geamhlab@gmail.com,geamhlab@gmail.com,BERNARDITA M. FIGUEROA,5234543,0,EXCELLENT,WMTL-PT-24-4A180,,E
14,PASIG CITY,NCR,13-0006-2224-LW-2,"A1 WATER TESTING LABORATORY, INC.","28 SIXTO AVENUE KAPASIGAN, PASIG CITY",9055266004,rmyrna36@yahoo.com,rmyrna36@yahoo.com,VENERACION PACIS-MUNAR,5181301,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR181,,HS
14,QUEZON CITY,NCR,13-0003-2325-LW-2,MANILA WATER LABORATORY SERVICES,"489 KATIPUNAN ROAD, MWSS COMPOUND, CENTRAL LABORATORY BUILDING, QUEZON CITY",9175080499,oliveren.marquez@manilawater.com,oliveren.marquez@manilawater.com,MORENA G. BERONIO,,0,EXCELLENT,WMTL-PT-24-NCR182,,E
6,BULA  ,V,05-001-14-LW-R,CAMARINES SUR PHO WATER ANALYSIS LABORATORY,"BANASI, BULA, CAMARINES SUR",9054261494,camsurphowaterlab@gmail.com,camsurphowaterlab@gmail.com,RAYMUNDO BALA IBARRIENTOS,5452740,0,EXCELLENT,WMTL-PT-24-05183,,E
8,LAPU-LAPU CITY,VII,07-01-2024-LW-2,ALTECE MACTAN WATER TESTING LABORATORY,"ROOM 101-102 M. L. QUEZON NATIONAL HIGHWAY, PAJO, LAUP-LAPU CITY, CBEU",09367123524 / 09959618811 / (032) 401-3022,altecemactan.lab@gmail.com,altecemactan.lab@gmail.com,JUDITO G. CABALLERO,,0,EXCELLENT,WMTL-PT-24-07184,,E
11,CAGAYAN DE ORO,X,10-001-2325-LW-1,DEPARTMENT OF HEALTH X REGIONAL WATER LABORATORY,"J.V. SERIÑA ST., CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09165007080 / 09171483298,waterlab.dohrox@gmail.com,waterlab.dohrox@gmail.com,LOIDA C. MORRE,,0,EXCELLENT,WMTL-PT-24-10185,,E
11,CAGAYAN DE ORO,X,COC NO. 2021-0189-RLED,"DEPARTMENT OF SCIENCE AND TECHNOLOGY REGIONAL OFFICE - X, REGIONAL STANDARDS AND TESTING LABORATORIES","J.V. SERIÑA ST., CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09178579209 / 855-0081,rstl-cro@region10.dost.gov.ph,rstl-cro@region10.dost.gov.ph,FRUMENCIO B. QUIBLAT,WITH PESOPAK,0,EXCELLENT,WMTL-PT-24-10186,,E
11,CAGAYAN DE ORO,X,DOH051324,GRT LABORATORY WATER TESTING SERVICES,"DOOR 1, ZONE 1, UPPER BALULANG, CAGAYAN DE ORO, MISAMIS ORIENTAL",9664964238,grtlaboratory@gmail.com,grtlaboratory@gmail.com,GERALD L. LAMAYRA,5443968,2,ACCEPTABLE,WMTL-PT-24-10187,,A
13,KIDAPAWAN CITY,XII,12-001-2224-LW-1,METRO KIDAPAWAN WATER DISTRICT,"NATIONAL HIGHWAY, BRGY LANAO KIDAPAWAN CITY, COTABATO",9330450078,mkwdlab@gmail.com,mkwdlab@gmail.com,EDUARD PAUL O. LAQUIHON,WITH PESOPAK,1,HIGHLY SATISFACTORY,WMTL-PT-24-12188,,HS
13,GENERAL SANTOS CITY,XII,12-016-2224-LW-1,MSU - GENERAL SANTOS CITY WATER ANALTICAL LABORATORY AND RESEARCH CENTER,"MSU COMPOUND, BRGY. FATIMA, GENERAL SANTOS CITY, SOUTH COTABATO",9567556583,msugscwalrc@msugensan.edu.ph,msugscwalrc@msugensan.edu.ph,VIENNA MARIE B. ECHALAR,5432769,2,ACCEPTABLE,WMTL-PT-24-12189,,A
15,BAUKO,CAR,14-0001-2426-LW-1,BAUKO RURAL HEALTH UNIT WATER LABORATORY,"NANG-A, POBLACION, BAUKO, MOUNTAIN PROVINCE",9771733088,baukorhu@gmail.com,baukorhu@gmail.com,SAMUEL M. MASIDONG,,0,EXCELLENT,WMTL-PT-24-CAR190,,E
5,PUERTO PRINCESA CITY,IV-B,4B-002-2426-LW-1,ENVIRONMENTAL SANITATION AND PUBLIC HEALTH LABORATORY,"SPS GOVERNMENT ENTER, PEO COMPD., PUERTO PRINCESA CITY, PALAWAN",09189628098 / (043)-434-9996,phopalawanlaboratory@gmail.com,phopalawanlaboratory@gmail.com,PERLA E. PALAO,5418082,2,ACCEPTABLE,WMTL-PT-24-4B191,,A
